,revenue,counts,name
10485,12.072462389543691,2,Drafthouse Films
19324,8.877800393882575,1,Timpson Films
2253,16.479457589481594,5,Lawrence Bender Productions
7437,15.582464378113974,6,IM Global
7625,15.253520256068123,4,Automatik Entertainment
11801,17.513007425288247,1,Trigger Street Productions
23008,18.236666900038045,2,87Eleven
1898,14.43799155532802,4,Bórd Scannán na hÉireann
3324,11.928730267063791,1,British Broadcasting Corporation (BBC)
16836,11.928730267063791,1,Venus Productions
824,18.808106155380507,4,Kopelson Entertainment
2154,16.196404674109342,3,Punch Productions
6194,17.528503145345162,202,Warner Bros.
16775,17.57627108613543,3,Arnold Kopelson Productions
441,16.870350274797268,61,Columbia Pictures Corporation
11971,9.607302767592598,1,Jerry Bresler Productions
6303,12.0015054797889,1,Rakontur
11496,15.208564427779635,2,Jalem Productions
126,16.54091571502828,15,Lakeshore Entertainment
906,15.285581805714408,4,Revelations Entertainment
30997,13.836215719030765,1,Lascaux Films
30998,13.836215719030765,1,Latitude Productions
2157,17.251563428509026,2,26 Films
12026,18.15296692336638,6,Gold Circle Films
29018,17.66937545472996,1,Visionview Production
1533,15.283195225252925,3,Indigo Film
6246,15.863449879659953,3,Medusa Film
9383,19.853968763510917,8,Blue Sky Studios
11749,19.691829752138194,9,Twentieth Century Fox Animation
308,16.587559287758072,14,The Weinstein Company
1811,18.062261504237895,4,FilmColony
2361,14.566083166142532,2,Ad Hominem Enterprises
3166,17.71603378462173,5,Walt Disney Productions
559,16.675636728961102,53,TriStar Pictures
5,18.050588153838948,91,Columbia Pictures
10156,17.387373099744586,4,Affirm Films
10285,16.88575867705607,4,LD Entertainment
59827,17.645663159833187,1,Patrick Aiello Productions
915,16.700645164769917,24,Hollywood Pictures
22983,13.271888280199732,2,Mon Voisin Productions
1382,17.175570861874327,14,PolyGram Filmed Entertainment
3599,11.69159870808709,1,Speak Productions
7576,19.290338537886505,14,Eon Productions
11345,18.237274957913055,7,Stillking Films
19481,18.685759755118536,4,Babelsberg Film
5799,16.48273876454623,1,Joanna Productions
507,19.04758817864394,6,Atlas Entertainment
6189,16.7371997892253,2,Turner Pictures (I)
17611,17.55588031619085,4,Sean S. Cunningham Films
62948,16.454567887579532,1,Horror Inc.
838,17.11773446992214,4,Paramount Vantage
2570,15.861091303400919,4,Bona Fide Productions
4110,16.33871538333733,2,Cannon Films
7193,12.230472532353708,1,Company Films
7595,12.230472532353708,1,Moving Pictures Film and Television
567,11.945486798740093,1,Office Kitano
1079,11.945486798740093,1,Xstream Pictures
3407,14.95638663165814,3,Shanghai Film Group
129,18.04101566919525,4,Section Eight
551,17.427608539761714,4,Mandalay Pictures
827,16.866025717691944,1,VIP 3 Medienfonds
846,15.457760427084,9,2929 Productions
1208,16.04324368770453,3,Rising Star
3801,10.347333557090518,2,VIP 2 Medienfonds
11509,16.15520853705459,7,Warner Independent Pictures (WIP)
191,14.490348696595184,3,Senator Film Produktion
316,17.07991071122813,10,Wildwood Enterprises
1143,16.845015678363943,3,Sound for Film
6638,16.63428916180525,1,Inca Films S.A.
6705,17.160791634651083,2,Filmfour
9962,16.63428916180525,1,BD Cine
17469,16.63428916180525,1,Tu Vas Voir Productions
19027,16.63428916180525,1,Sahara Films
23,17.89256250767508,16,Imagine Entertainment
1950,15.001701767557039,4,New World Pictures
9195,17.412895493326307,63,Touchstone Pictures
41,16.542875643877128,24,Orion Pictures
11593,17.38813986344996,1,Deliverance Productions
10370,15.102732466774388,2,Spectacle Entertainment Group
18922,13.566818402803689,1,Windy Hill Pictures
20277,14.749488644987549,2,Protagonist Pictures
37432,13.566818402803689,1,Bow and Arrow Entertainment
49152,15.986239972006889,4,PalmStar Media
763,16.6418983400906,7,Intermedia Films
1809,16.038778596601386,1,IM Filmproduktion
1810,16.038778596601386,1,Cosmic Pictures
11462,17.354832350617123,5,Alphaville Films
1171,17.19678361072175,21,Epsilon Motion Pictures
1172,16.758637430619657,4,Hyde Park Films
1173,16.26549832842943,1,Shopgirl
69,19.231227108172682,2,MFPV Film
12269,18.337025380154568,1,ShadowCatcher Entertainment
12270,18.337025380154568,1,Daniel Bobker Productions
12271,18.337025380154568,1,Brick Dust Productions LLC
6930,16.388250413614692,1,Elle Driver
25904,16.388250413614692,1,Tazora Films
7383,18.383018437122356,6,"Kennedy/Marshall Company, The"
2521,15.54059835688191,6,Golden Harvest Company
7419,16.665341882931585,5,Scion Films
20473,16.392880536087333,1,Czech Anglo Productions
104,17.913621411545424,6,Canal Plus
508,17.88247520269542,31,Regency Enterprises
644,18.026338061794558,4,Alcor Films
14,16.69841964716552,40,Miramax Films
59,16.572869466530747,3,A Band Apart
39121,19.01372578157025,1,Super Cool ManChu
4235,12.279968809539849,1,R%26C Produzioni
4236,12.279968809539849,1,Les Films Balenciaga
83,15.426007174774021,11,France 2 Cinéma
582,16.523560759066484,1,Hachette Première
2600,14.817785939924336,1,Blast! Films
373,16.817092637987923,1,Asymmetrical Productions
635,15.627343306103047,2,Les Films Alain Sarde
636,16.817092637987923,1,Babbo Inc.
637,16.817092637987923,1,The Picture Factory
42877,9.57171425857138,1,"Yellow, Black & White"
311,9.490624359207139,2,Procirep
11776,11.92720515421936,2,Film Fund Luxembourg
18367,11.058061296185532,5,Centre National de la Cinématographie (CNC)
21972,11.265562763469035,3,Media Programme of the European Community
23616,12.914235215201117,2,Ciné+
19802,11.198214720130528,1,Ren Film
1988,14.384074757000967,2,Epic Productions
3603,13.202798931482633,2,Vision International
4109,15.927431618966434,2,Vision PDG
17915,16.037904707298374,1,Trans World Entertainment (TWE)
4399,16.52096198517691,1,Barunson Film Division
5659,16.925198812992065,2,Film It Suda
21188,16.52096198517691,1,Sio Film and Bravo Entertainment
2605,16.47281424184176,4,Gran Via Productions
10221,18.627443220871797,9,Walden Media
59391,15.485206719226069,1,Lemodeln Model & Talent Agency
23745,18.82295071972398,1,Çamaşırhane
23746,18.82295071972398,1,Kinostar
23747,18.82295071972398,1,Tiglon
23748,18.82295071972398,1,Emrah Gamsızoğlu
2268,14.203937477987973,7,Isle of Man Film
5654,17.58963393910537,2,DJ Films
7281,13.405041680866502,6,British Film Institute (BFI)
19404,14.893757557355888,2,Pinewood Studios
25954,13.705735904192267,4,Metrol Technology
5490,17.30285733544895,7,CBS Films
4564,16.655393643978464,10,Icon Entertainment International
7965,17.203249725154436,5,The Ladd Company
11353,19.162618088681743,1,B.H. Finance C.V.
186,16.73518169934258,1,Pyramide Productions
219,16.10186422068865,5,The Mirisch Corporation
890,17.434232024217494,5,Cheyenne Enterprises
1212,16.03850299125121,2,Empire Pictures
13816,16.947949961727026,5,Hyde Park Entertainment
16061,17.95080431438658,4,Baltimore Spring Creek Productions
52944,18.029590367555365,1,Lotus Pictures
497,17.681595470610013,11,Revolution Studios
2779,16.908135031994988,1,Blue Star Pictures
705,18.31717481637784,5,Spring Creek Productions
16314,18.932872066753497,5,Roth Films
17888,18.356896690132736,1,K. JAM Media
24175,18.939758756422943,2,Cott Productions
34401,18.356896690132736,1,Surf Film
63571,18.356896690132736,1,"Enelmar Productions, A.I.E."
2070,18.020251351898796,3,Rastar Pictures
11,19.692471585752934,9,WingNut Films
5237,17.50498890687846,5,The Saul Zaentz Company
2726,11.334466253703352,5,Emperor Motion Pictures
5552,10.960548944393032,2,Media Asia Films
35050,11.857692417638361,2,Sil-Metropole Organisation Ltd.
39649,11.816239517509793,2,Huayi Brothers Media
40890,15.14198533447543,3,China Film Co.
78132,5.739792912179234,1,Chongoing Film Group
78134,5.739792912179234,1,Bon Voyage Film Studio
78135,5.739792912179234,1,Shanghai Media Group
78136,5.739792912179234,1,Zhejiang Films & TV(Group) Company Ltd.
78137,5.739792912179234,1,Hunan Broadcasting System
78138,5.739792912179234,1,Anhui Broadcasting Corp.
78139,5.739792912179234,1,Beijing TV Station
6354,19.35136903969681,1,Wild Hogs Productions
70969,14.401289096819145,1,Mainline Pictures
1885,17.868017825469227,15,Silver Pictures
43,16.83819573029464,29,Fox Searchlight Pictures
4364,17.921828716388454,1,Watermark
6332,18.222915123291674,13,Dune Entertainment III
1380,13.281819426793978,2,Australian Film Finance Corporation
9206,15.816990558174398,1,Zero Fiction Film
74695,15.816990558174398,1,Ming Productions
78322,15.816990558174398,1,Bluewater Pictures
86061,15.816990558174398,1,Cheerland Entertainment Organization
498,17.648521351242607,1,Debra Hill Productions
4319,16.253458572339202,5,40 Acres & A Mule Filmworks
694,16.297107379978605,28,StudioCanal
1219,16.0978929436408,1,Baby Cow Productions
13854,16.0978929436408,1,Baby Cow Films
7492,16.013580915960492,2,Discovery Channel Pictures
923,19.438833301253954,19,Legendary Pictures
3527,19.273987187484067,4,Green Hat Films
2245,17.312018119430753,1,Entertainment Films
2246,17.312018119430753,1,Material Entertainment
6847,17.312018119430753,1,Beech Hill Films
2441,14.846100945259524,3,Fandango
2756,12.611537753638338,1,Vertigo Productions
2818,12.611537753638338,1,SBS Independent
2854,12.611537753638338,1,Adelaide Film Festival
23596,15.2858643182715,1,Paul Schiff Productions
3960,12.903193058366375,2,ArieScope Pictures
5855,14.935838675270894,1,A Bigger Boat
431,19.222870317015538,8,Donners' Company
9168,19.70669108431283,6,Bad Hat Harry Productions
19551,18.217596971696103,7,Marvel Enterprises
79026,19.826070494589647,1,XM2 Productions
79027,19.826070494589647,1,XF2 Canada Productions
6304,16.6329053595489,2,Robert Wise Productions
1470,17.264443230151926,1,Wild Bear Films
1471,17.264443230151926,1,Archer Street Productions
1472,16.49987635047658,2,Delux Productions
1974,13.620762117182718,2,Duplass Brothers Productions
3319,12.85363128126347,1,Senator Entertainment Co
1422,13.953438977356674,10,Killer Films
6531,13.273299530569782,4,Parts and Labor
50500,9.125653563808989,1,FullDawa Films
7036,15.733653726938396,5,CJ Entertainment
7270,18.278643703503146,1,Opus Pictures
21122,18.278643703503146,1,SnowPiercer
34725,16.38943399007327,2,Moho Film
8816,18.621743703418733,4,Northern Lights Entertainment
4636,11.569406586557871,2,Social Capital
4792,13.454807531993257,2,Film Afrika Worldwide
9987,13.015931294165101,4,Lipsync Productions
19369,12.976814925428114,1,Procinvest Sas
20659,12.978296865356626,3,Cinedigm
22545,13.995792900688071,2,Magnet Media Productions
22546,13.995792900688071,2,Magnet Media Group
39708,12.976814925428114,1,Mirabelle Pictures
44811,12.976814925428114,1,Alliance Cinema
55840,2.8903717578961645,1,Windwalker
55841,2.8903717578961645,1,Santa Fe International
3095,11.459326474662916,3,Whitewater Films
79436,9.735364715141987,1,Very Special Projects
80996,9.735364715141987,1,WRA Productions
1620,17.77491044363214,1,Nuyorican Productions
44783,18.48521122094278,2,Smart Entertainment
4237,15.44315924313081,1,Magnum Motion Pictures Inc..
3475,18.62027576423888,2,Walt Disney Television Animation
3476,18.62027576423888,2,Walt Disney Animation Australia
5391,18.22514267303502,4,DisneyToon Studios
12402,18.514741798469892,1,Walt Disney Animation Canada
1978,13.012066252271739,1,Global Pictures
1403,16.307848235472093,8,Franchise Pictures
10210,17.02045828259561,21,Morgan Creek Productions
22351,17.10469687054412,3,The Canton Company
2448,13.89276126467144,5,Yari Film Group
11027,11.64204840462957,1,Stratus Film Co.
25905,16.323245970632282,1,Jascat
1424,14.978661367769956,1,Ada Films
79,18.124233495433643,36,Village Roadshow Pictures
1786,17.73818169099168,7,Dark Castle Entertainment
15763,17.955004681268175,1,Eyetronics
19965,17.955004681268175,1,Chime Films
16644,12.380933252319778,3,IRE Productions
16645,12.380933252319778,3,Santa Fe Institute for Regional Education
1838,18.598173437639606,3,Firm Films
3287,17.655956380435278,16,Screen Gems
10257,17.634143847587737,2,Jewel Productions
10258,17.634143847587737,2,Pimlico Films
15980,15.891645513925141,2,Incorporated Television Company (ITC)
2537,18.972841568822112,4,Kennedy Miller Productions
4565,14.765483230734763,1,Filmhaus
23808,14.847931048474093,1,Price Entertainment
1012,10.505851668995074,2,Parabolic Pictures
1013,10.505851668995074,2,Stable Way Entertainment
4186,17.183061941501055,1,Quickfire Films
7584,15.306743654588725,4,Screen Australia
10951,14.834126531187437,3,Screen NSW
18942,17.183061941501055,1,Ingenious Broadcasting
18987,17.183061941501055,1,Unthank Films
18988,17.183061941501055,1,Story Bridge Films
18989,17.183061941501055,1,Auburn Entertainment
333,18.7637724034138,21,Original Film
26281,19.149600029777947,1,Ardustry Entertainment
26282,19.149600029777947,1,Mediastream Film GmbH & Co. Productions KG
20375,16.51203330587609,1,Hammerhead Productions
23587,16.51203330587609,1,Screenland Pictures
15889,13.18562733663285,1,Stand See
1001,17.103878041280172,2,Solaris Film
1565,18.43998201137403,4,Avery Pix
12066,17.254271125994702,1,O'Connor Brothers
12067,17.91904172736663,2,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG
246,16.62314064439289,2,Film Council
698,17.272638716307874,2,Scottish Screen
477,17.688692462271366,3,Hughes Entertainment
882,12.57626411750876,5,Toho Company
7912,16.680857399452158,1,Sedic International
2608,18.440167551015282,13,Happy Madison Productions
15017,18.896925469476972,1,Steve White Entertainment
2514,16.471432261321244,2,Alliance Films
3,20.026745054056352,8,Pixar Animation Studios
93408,20.071859000294808,1,FortyFour Studios
1632,17.220928712921637,28,Lionsgate
5984,16.60899695722418,1,34th Street Films
7405,17.056423336922116,23,Dimension Films
15343,16.486726664023628,2,Trans Atlantic Entertainment
1088,14.788027834578422,9,Alcon Entertainment
11317,17.458865923693637,10,Phoenix Pictures
19577,18.193780143760442,1,What to Expect Productions
41115,17.450882979706165,1,British Film Company
1444,16.374969988520007,10,Cannon Group
53303,13.520892486991375,1,Werc Werk Works
94930,11.657934486880203,1,Majid Majidi Film Production
1531,11.82190169888669,1,Smart Egg Pictures
444,18.378900442032425,30,Dune Entertainment
445,19.05827073166894,2,Major Studio Partners
10104,17.66394217139033,18,New Regency Pictures
28537,18.17119765774044,1,Sentinel Productions
33433,18.296039650755542,2,Furthur Films
788,17.398679131551354,5,Bel Air Entertainment
7076,18.4413958914936,8,Chernin Entertainment
7311,19.225704823370307,2,Kerner Entertainment Company
27023,15.180658654511575,1,Kestrel Films
78875,15.180658654511575,1,Earth Girls
2787,18.08569084334749,3,Reel FX Creative Studios
7295,18.138416380339727,48,Relativity Media
18,16.942192347539685,4,Gracie Films
3344,16.11809565095832,1,Night Light Films
16322,14.845668401596463,1,Itaca Films
30531,14.845668401596463,1,BN Films
56735,14.845668401596463,1,Brightside Entertainment
56736,14.845668401596463,1,1019 Entertainment
65927,14.845668401596463,1,Yoruba Saxon Productions
1930,14.249311714582749,1,IRS Media
2106,18.0051652999907,1,Saban Entertainment
9255,18.0051652999907,1,Toei Company
19765,15.28616766654936,1,Admire Productions Ltd.
19766,15.28616766654936,1,Coral Productions
23098,15.655488254652855,2,Triumph Films
877,17.148672226225095,2,Casey Silver Productions
19477,16.406383496981018,3,Dune Films
10895,17.095310743252217,1,Cometstone Pictures
1865,19.115736316204213,2,Zanuck/Brown Productions
3170,17.24949776244942,1,SLB Films Pvt. Ltd.
1872,14.493134372116822,1,Bleiberg Entertainment
10254,16.83660752724011,16,Millennium Films
4403,18.711427633700293,2,Stuber Productions
37361,18.974364745003083,1,Aggregate Films
37362,18.974364745003083,1,DumbDumb
5897,17.987996529704624,2,Toho
5848,18.261685012461907,1,Columbia Pictures Industries
1763,15.427018725939767,1,Europa Film
1968,15.427018725939767,1,Viking Films
3455,15.427018725939767,1,Rifilm
14714,15.35853133582243,2,China Film Group Corporation (CFGC)
26240,16.18130497660683,1,Stellar Megamedia
26241,16.18130497660683,1,Jiangsu Broadcasting System
26242,16.18130497660683,1,Chuan Production Film Studio
11018,14.581784562181628,2,Penta Pictures
14723,17.17413815389762,12,Carolco Pictures
6996,6.214608098422191,1,Apostle
21207,6.214608098422191,1,Type 55 Films
5186,14.92050622283588,5,The Australian Film Commission
7887,15.700383249998424,1,Endymion Films
8724,15.425680985063067,3,Australian Film Finance Corporation (AFFC)
10163,17.756267916871344,30,Working Title Films
53041,15.700383249998424,1,WTA
53042,15.700383249998424,1,Woss Group Film Productions
831,17.63477800304627,9,Saturn Films
925,16.252411097978026,9,Nu Image Films
11370,17.67830643638049,2,Michael De Luca Productions
4051,13.367097760145837,1,Warner Brothers/Seven Arts
2370,15.896833376856542,2,Merchant Ivory Productions
264,18.57286708647499,13,Studio Babelsberg
23636,18.99275741858242,2,Mostow/Lieberman Productions
53413,18.094658248111887,1,80 Days Productions
53414,18.094658248111887,1,Spanknyce Films
53416,18.094658248111887,1,Fitzwilliam Productions
75712,13.816946526467829,1,Ruby in Paradise
75713,13.816946526467829,1,Full Crew/Say Yea
2137,14.615311517556348,1,Le Bureau
9349,15.983394404511305,18,Film4
39509,15.307739729946828,2,Free Range Films
81,17.150711951444517,7,Plan B Entertainment
11667,15.964284463497007,1,Northern Ireland Screen
24049,15.964284463497007,1,Sierra / Affinity
24510,16.190925971382427,3,MICA Entertainment
73492,15.964284463497007,1,MadRiver Pictures
79963,17.112641689491745,2,Keep Your Head
20569,17.122303885832572,1,Michael Phillips Productions
69626,15.538277155705378,1,Tales From The Crypt Holdings
69627,16.080228851342696,2,Universal City Studios
1183,14.29927161828731,1,Impala
4808,14.29927161828731,1,In-Cine Compania Industrial Cinematografica
711,18.089783004709385,25,Fox 2000 Pictures
3589,15.571720221340014,1,Kouf/Bigelow Productions
22135,17.787944547607815,2,Prana Animation Studios
48471,16.742001375565327,1,Summertime Entertainment
4288,13.404282423810365,3,Madhouse
13695,11.29933612646083,1,Warner Bros. Japan
802,16.67880621084076,1,Egg Pictures
2124,18.12335829369772,2,Melvin Simon Productions
9266,15.81786862164342,2,American International Pictures (AIP)
10067,16.747020846944377,1,Alloy Entertainment
11843,17.802423851473414,4,Goldcrest Pictures
986,18.339263617197496,1,Degeto Film
2278,18.339263617197496,1,EOS Entertainment
2683,16.07143656603722,6,Rai Cinema
3391,10.758820231139458,3,Österreichischer Rundfunk (ORF)
5755,18.824623396363094,6,Constantin Film Produktion
7201,16.613328836907638,3,Norddeutscher Rundfunk (NDR)
172,18.110403361370828,10,NPV Entertainment
46458,18.806490022389053,1,Jonathan Krane Group
538,17.118546198524182,4,EMI Films Ltd.
1581,16.49379436994694,1,Mersham Productions
884,17.27592318112881,2,TPS Cinéma
8210,17.569709478198853,1,M6 Métropole Télévision
22763,17.569709478198853,1,Télégraphe
23084,17.384058830326925,2,Vertigo
183,16.11982635243015,1,Le Studio Canal+
415,17.72550631039773,3,Laurence Mark Productions
2773,16.309174922237602,3,Broken Lizard Industries
52949,15.42527941562996,1,Coconut Pete Productions
8355,10.453312711151128,1,APT Entertainment
10417,5.919803536135509,2,Star Cinema Productions
15808,10.453312711151128,1,Cinemalaya Foundation
12622,15.073412105755976,3,Darko Entertainment
25975,15.86963429165982,1,Aggregate Film
10246,16.894615420758896,5,Cross Creek Pictures
40106,19.130820646936517,1,Free State Pictures
62693,19.130820646936517,1,RVK Studios
528,14.51885825621298,3,Bandai Visual Company
6999,11.345527149798516,3,Kodansha
12657,16.351772663808983,3,Production I.G.
14440,18.338279064183205,2,Red Wagon Entertainment
19116,18.872937078982897,3,IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG
93603,18.287471276647185,1,RV Camping Productions Ltd.
3033,16.685467624624668,1,Asmik Ace Entertainment
3341,18.515994913310227,5,Fuji Television Network
5073,13.610658392726238,2,WoWow
6452,18.88603922453946,9,Dentsu
10921,16.685467624624668,1,Sumitomo Corporation
12039,16.685467624624668,1,Sankei Shimbun
3643,9.546812608597396,1,ERP Productions
1246,17.458523300820907,4,River Road Entertainment
8769,17.08954968379841,3,Art Linson Productions
41051,17.845408008204192,1,Into the Wild
16934,16.03523815442746,2,View Askew Productions
7289,16.990972281704742,1,"Weinstein Company, The"
22514,16.990972281704742,1,Samuelson Productions
5420,18.765109086139795,3,Color Force
10105,18.431394723325873,7,Apatow Productions
3495,17.645116706321897,1,Steamroller Productions
23308,17.439582760062518,2,Victor & Grais Productions
5726,15.365487682851352,2,Universal Pictures International (UPI)
30132,13.308082489299183,1,Jigsaw
30133,13.308082489299183,1,Global Produce
175,17.81261977888058,3,Caravan Pictures
961,18.915376985788473,1,Roger Birnbaum Productions
52351,10.044118682275874,1,Rabbit Bandini Films
52352,10.044118682275874,1,Great Point Media
11084,19.20270477543718,2,Parkes/MacDonald Productions
11463,19.1989238018533,1,Edge City
769,11.09341393297106,3,Destination Films
10567,18.01250316040663,1,Mutant Enemy Productions
10572,16.978386631242735,2,Ce Qui Me Meut Motion Pictures
10573,16.974636378426702,1,StudioCanal Image
10574,16.974636378426702,1,Uni Etoile 4
10405,15.92823952974635,10,Emmett/Furla Films
11448,16.53166309213468,5,Exclusive Media Group
11449,16.130060820119645,2,Hedge Fund Film Partners
16312,17.183769585965138,2,Crave Films
46961,16.398327693483093,2,Knightsbridge Entertainment
47169,17.689341108600264,1,Le Grisbi Productions
47354,18.504505727602595,3,5150 Action
500,16.124705795173234,5,Goldcrest Films International
23359,14.294390922163304,1,Peter Newman/Interal
23360,14.294390922163304,1,Mary Breen-Farrelly Productions
55424,14.294390922163304,1,Irish Film Industry
60892,14.294390922163304,1,Pachyderm Production
12236,19.1790924506704,5,Blinding Edge Pictures
11308,16.091053755744422,4,Savoy Pictures
7293,18.076146294599496,3,DreamWorks Pictures
90512,16.24679673389773,1,Don Bluth Productions
181,15.591311770157612,9,Channel Four Films
158,18.075588025670122,17,Spyglass Entertainment
36390,16.45051309226032,3,3 Arts Entertainment
39443,18.911974478209395,1,Jolie Pas
177,12.646660337328704,1,Columbia TriStar
3451,15.58602442931467,1,Art Pictures Studio
159,18.06934539425806,3,Shady Acres Entertainment
7385,18.348204202111045,2,Kalima Productions GmbH & Co. KG
20352,17.772935135620784,1,NDE Productions
10282,17.399600357226657,7,Silver Screen Partners IV
469,13.883653342945525,2,Hemdale Film Corporation
3851,16.89807728424738,2,No Frills Film Production
13549,15.97862021641397,7,Golan-Globus Productions
16414,15.914999269031219,2,The Cannon Group
7380,17.82122047255154,5,Initial Entertainment Group (IEG)
7381,19.082195369130297,1,Alberto Grimaldi Productions
4171,17.92924043001286,7,Playtone
5289,18.421548297518918,1,Wild Things Productions
562,18.05790682340461,9,Appian Way
29313,16.42454107740801,2,Pearl Street Films
3538,18.573788918229653,4,Gunn Films
93528,18.518082661819204,1,Casual Friday Productions
4607,17.816106259223364,3,"Montecito Picture Company, The"
25886,15.950795663336226,1,Outpost Studios
9209,11.880360296267765,4,MK2 Productions
3494,2.4849066497880004,1,Cookout Productions
171,16.340953330937513,10,Malpaso Productions
297,18.523087592217358,3,Aardman Animations
2251,19.262496389167197,4,Sony Pictures Animation
2531,19.26874904542324,5,Media Rights Capital
7431,18.367828146360704,4,Sony Pictures Entertainment (SPE)
11029,16.313624795859962,5,QED International
18209,18.96786505487796,2,Alpha Core
28788,19.28413964842022,4,Genre Films
31076,18.96786505487796,2,Simon Kinberg Productions
364,15.200659404757618,2,The Rank Organisation
7049,13.527828485512494,1,Enigma Productions
11493,13.527828485512494,1,National Film Finance Corporation (NFFC)
11581,18.463293212926043,3,Misher Films
12005,19.025097918798746,1,Yucaipa Films
12007,17.708020481089648,4,Rat Entertainment
12008,19.025097918798746,1,Misha Films
8870,20.093939112902333,1,CatchPlay
10039,17.19447211107155,8,Anonymous Content
13796,20.093939112902333,1,Hong Kong Alpha Motion Pictures Co.
28732,16.385520885944196,3,RatPac Entertainment
